x,y,signal,noise,bin
14,27,5.370952468161282e-17,4.422574495945905e-18,533
14,28,5.031784514166021e-17,4.38230130308997e-18,533
14,29,4.749249655164191e-17,4.4342211533258024e-18,563
14,30,4.439441971027228e-17,4.483357674836251e-18,563
14,31,4.197803979223939e-17,4.608187801039042e-18,578
14,32,4.034043104967153e-17,4.845660953547957e-18,589
15,0,5.956872637012645e-17,5.5154755480688364e-18,271
15,1,6.505322008394071e-17,5.383315009286944e-18,271
15,2,7.050006410247032e-17,5.3156578611914156e-18,239
15,3,7.661487545932836e-17,5.288668003391686e-18,218
15,4,8.481615202194119e-17,5.344661184508855e-18,204
15,5,9.549624492977571e-17,5.477706034736976e-18,197
15,6,1.0864610681413831e-16,5.710524536201926e-18,193
15,7,1.2663593253415732e-16,5.96655021591749e-18,191
15,8,1.506766677333183e-16,6.255595939958444e-18,186
15,9,1.7769805307554258e-16,6.6003273015805505e-18,187
15,10,2.0517394049454967e-16,6.924007070425694e-18,192
15,11,2.315971101164066e-16,7.203180491980523e-18,196
15,12,2.502560136603063e-16,7.401290183745261e-18,203
15,13,2.510642037803842e-16,7.402395604109613e-18,214
15,14,2.3309609664057306e-16,7.163814346008625e-18,228
15,15,2.0288980615796835e-16,6.773329249907984e-18,245
15,16,1.722768700418971e-16,6.454057928750636e-18,264
15,17,1.455269500353555e-16,6.097873290099039e-18,285
15,18,1.226429673843665e-16,5.7053904890702225e-18,306
15,19,1.0571222137558975e-16,5.438296525033449e-18,333
15,20,9.231296916614011e-17,5.2432124899127894e-18,360
15,21,8.205158288019602e-17,5.0998955381268925e-18,387
15,22,7.442121170943709e-17,4.921547929522944e-18,422
15,23,6.845307436328864e-17,4.7711413602151986e-18,449
15,24,6.346564664777344e-17,4.659622243917549e-18,479
15,25,5.911692560691245e-17,4.572705080184295e-18,502
15,26,5.555986925053791e-17,4.50839278249303e-18,519
15,27,5.18675266525988e-17,4.42851270931091e-18,519
15,28,4.878741799731682e-17,4.395850080119561e-18,554
15,29,4.625829291275687e-17,4.426159625670723e-18,554
15,30,4.401195304056462e-17,4.5164071235945086e-18,578
15,31,4.1821139115419735e-17,4.6621659193831e-18,578
15,32,3.981066716800555e-17,4.828858049263197e-18,589
16,0,5.760023427553836e-17,5.32788390427896e-18,309
16,1,6.269427538730156e-17,5.2396482555999e-18,309
16,2,6.78464203709196e-17,5.074095193787227e-18,270
16,3,7.340237420753604e-17,5.007944610070391e-18,242
16,4,8.083360496221724e-17,4.998782757789019e-18,230
16,5,8.906632695320265e-17,5.075473250882022e-18,217
16,6,9.879267732451012e-17,5.217312870069786e-18,210
16,7,1.1188345211727353e-16,5.448949879875791e-18,207
16,8,1.2868786326750197e-16,5.727484489479354e-18,205
16,9,1.4545167137752801e-16,5.974373867437041e-18,206
16,10,1.6261532113187816e-16,6.141183252721398e-18,209
16,11,1.7827614718825838e-16,6.247879268318926e-18,215
16,12,1.8859422176134235e-16,6.372543508008039e-18,224
16,13,1.879383224270788e-16,6.378419472743365e-18,236
16,14,1.7797347202046452e-16,6.307843628511536e-18,246
16,15,1.6041343472167087e-16,6.0111144782000486e-18,263
16,16,1.421061843038437e-16,5.744264759425059e-18,280
16,17,1.2479118075452705e-16,5.511389152353399e-18,302
16,18,1.0872581282343154e-16,5.265244153505725e-18,323
16,19,9.597540140165227e-17,5.090645064293758e-18,345
16,20,8.590134964914371e-17,4.914698298804754e-18,374
16,21,7.7283371721211e-17,4.7551121070114036e-18,401
16,22,7.081404869599282e-17,4.64615813357379e-18,431
16,23,6.54077266403154e-17,4.5519467224741604e-18,461
16,24,6.09985552194965e-17,4.4577859205501314e-18,484
16,25,5.706643805882678e-17,4.384304063137933e-18,506
16,26,5.3311656408799976e-17,4.339499161918772e-18,523
16,27,5.013996613291473e-17,4.321441322122224e-18,523
16,28,4.7434636835926177e-17,4.287377077189087e-18,556
16,29,4.5435831750401956e-17,4.345461050661192e-18,556
16,30,4.339565467542548e-17,4.4407303563044235e-18,580
16,31,4.134850701506851e-17,4.570124134643128e-18,580
16,32,3.9598519782622204e-17,4.741250738854843e-18,589
17,0,5.573785079054926e-17,5.436489622017841e-18,419
17,1,6.00401468985396e-17,5.2436995796112466e-18,307
17,2,6.468503905052612e-17,5.046274220742266e-18,307
17,3,7.003283470399148e-17,4.957514410489612e-18,273
17,4,7.54696447510405e-17,4.923887317881716e-18,250
17,5,8.29855818435443e-17,4.996114578582482e-18,241
17,6,9.068085942458947e-17,5.135867039458619e-18,237
17,7,1.0094073791001268e-16,5.179541155492302e-18,231
17,8,1.11409699371455e-16,5.311707714869622e-18,227
17,9,1.2237032084060355e-16,5.435130158333447e-18,229
17,10,1.323744796702766e-16,5.546562981111901e-18,232
17,11,1.4150402904604633e-16,5.6659784642274516e-18,238
17,12,1.4655633945446768e-16,5.768685924889688e-18,243
17,13,1.4468719578644687e-16,5.7106902315456866e-18,253
17,14,1.3855006797708847e-16,5.583259505251857e-18,266
17,15,1.2887762814940018e-16,5.428602352696263e-18,284
17,16,1.1811506905893125e-16,5.2685999741622815e-18,301
17,17,1.0695421218488929e-16,5.1164863805464926e-18,319
17,18,9.63102831432665e-17,4.978281364747766e-18,341
17,19,8.65347848062311e-17,4.816061062166678e-18,365
17,20,7.871735271646492e-17,4.686948827195696e-18,392
17,21,7.127509491255056e-17,4.6030009465854234e-18,416
17,22,6.644079236190992e-17,4.565597184808068e-18,447
17,23,6.187575506595456e-17,4.466281093710494e-18,470
17,24,5.78358608451998e-17,4.385095239841832e-18,493
17,25,5.408467846853508e-17,4.319365661956495e-18,514
17,26,5.054416590227695e-17,4.271585868960472e-18,514
17,27,4.8287360787115284e-17,4.247466370875748e-18,544
17,28,4.609395511810872e-17,4.282534786037756e-18,544
17,29,4.375719098446138e-17,4.369019881459024e-18,571
17,30,4.1957661583758776e-17,4.475298437724184e-18,571
17,31,4.019052582675353e-17,4.606524513979592e-18,580
17,32,3.850803231449725e-17,4.801133167159843e-18,590
18,0,5.383454035882126e-17,5.243431540651592e-18,419
18,1,5.693901031177639e-17,5.044018268177096e-18,350
18,2,6.124725533102702e-17,4.925763507892036e-18,350
18,3,6.518573696410971e-17,4.84347927216587e-18,310
18,4,7.074384028944241e-17,4.820056882732748e-18,291
18,5,7.577481362654744e-17,4.833425996873928e-18,272
18,6,8.18588127879043e-17,4.953317361901842e-18,262
18,7,8.84785248346153e-17,4.987405355748877e-18,251
18,8,9.538961652469421e-17,5.07491890399416e-18,248
18,9,1.0308605869213054e-16,5.174638832783663e-18,249
18,10,1.0924289230302516e-16,5.25545913448244e-18,252
18,11,1.1465310345978668e-16,5.324242912627822e-18,260
18,12,1.1740554816694308e-16,5.4120024773382246e-18,268
18,13,1.166371585019544e-16,5.336758951585643e-18,277
18,14,1.1272465501608237e-16,5.2446497174420455e-18,293
18,15,1.07656284253389e-16,5.1597621351444426e-18,304
18,16,1.0211554628316849e-16,5.074592874631749e-18,321
18,17,9.438684846067131e-17,5.032130729548972e-18,340
18,18,8.559759502355428e-17,4.967627241537544e-18,361
18,19,7.837268797886976e-17,4.747333481445161e-18,382
18,20,7.23580308214812e-17,4.635307156275998e-18,410
18,21,6.701581802669747e-17,4.536921098645703e-18,433
18,22,6.268671496816218e-17,4.470192018301757e-18,460
18,23,5.8877626386802e-17,4.3943942628578785e-18,482
18,24,5.499328330937565e-17,4.3466758460835795e-18,505
18,25,5.2012520455540335e-17,4.310170706930152e-18,520
18,26,4.963835475295656e-17,4.303624026831761e-18,520
18,27,4.728903084366944e-17,4.358905358781547e-18,553
18,28,4.515852596086528e-17,4.4056742359867945e-18,553
18,29,4.2682957958584906e-17,4.4508588767629714e-18,576
18,30,4.063947855342593e-17,4.463396129277145e-18,576
18,31,3.887529228300878e-17,4.5621021805924575e-18,590
18,32,3.692368965796686e-17,4.715442422772896e-18,590
19,0,5.152526014739793e-17,5.120772960677158e-18,542
19,1,5.4425555438006725e-17,4.891606114830747e-18,405
19,2,5.778232942544638e-17,4.781978923516045e-18,405
19,3,6.22528284200928e-17,4.702152130806928e-18,352
19,4,6.623596858928416e-17,4.644466268605438e-18,317
19,5,7.087864522248077e-17,4.682163992918462e-18,308
19,6,7.506097404195343e-17,4.644175093227256e-18,297
19,7,7.983820199638694e-17,4.706400452175441e-18,289
19,8,8.494001097167867e-17,4.803386379738001e-18,282
19,9,8.956436986015735e-17,4.878576764177434e-18,281
19,10,9.289861020898414e-17,4.900850209213396e-18,283
19,11,9.62204686591512e-17,4.954083725953394e-18,290
19,12,9.904290843275335e-17,5.011052187005899e-18,296
19,13,9.813000998421578e-17,4.970670840748755e-18,303
19,14,9.539046086771348e-17,4.913503821306427e-18,315
19,15,9.183649891691988e-17,4.8636514990835096e-18,329
19,16,8.787835515086226e-17,4.808603304709914e-18,344
19,17,8.23473499339579e-17,4.710417909410186e-18,363
19,18,7.635846538890081e-17,4.603576191146202e-18,381
19,19,7.139520419593273e-17,4.52533955843676e-18,406
19,20,6.655754722573911e-17,4.468276035441344e-18,428
19,21,6.223327073124432e-17,4.41004678975432e-18,452
19,22,5.862065678212946e-17,4.357427608507103e-18,474
19,23,5.5296285469620567e-17,4.302882959231052e-18,495
19,24,5.247220934105624e-17,4.257933042743029e-18,515
19,25,5.011672755185149e-17,4.293589922079984e-18,515
19,26,4.745813712768069e-17,4.2120846304277006e-18,543
19,27,4.561315986440664e-17,4.198203283247945e-18,543
19,28,4.353852168490604e-17,4.239931267062995e-18,568
19,29,4.0671033904789623e-17,4.3177552007580575e-18,568
19,30,3.869830102571341e-17,4.5102560902603005e-18,576
19,31,3.72309579086128e-17,4.6525505764101185e-18,593
19,32,3.542210240138447e-17,4.7724538886708545e-18,590
20,0,4.781949904717627e-17,5.108825547197123e-18,542
20,1,5.067743365692617e-17,4.9338318935474745e-18,542
20,2,5.4585739579067974e-17,4.818300127628951e-18,407
20,3,5.763322328348514e-17,4.79105467666145e-18,407
20,4,6.104123960644098e-17,4.731625823153157e-18,377
20,5,6.485093417877859e-17,4.635004494464576e-18,348
20,6,6.882267369362106e-17,4.5907558133485435e-18,322
20,7,7.238337803981397e-17,4.678566953685383e-18,316
20,8,7.574388707651699e-17,4.827682494851801e-18,313
20,9,7.838812700924437e-17,4.81380398543254e-18,311
20,10,8.089451620108468e-17,4.7785867169994316e-18,312
20,11,8.295960440583271e-17,4.7757560902576895e-18,314
20,12,8.435628023943125e-17,4.7884882593878495e-18,318
20,13,8.447486790393828e-17,4.7723985831111325e-18,330
20,14,8.278982906076238e-17,4.736516610333117e-18,342
20,15,7.941556848806435e-17,4.698614078039508e-18,355
20,16,7.66031675861068e-17,4.641036158181659e-18,373
20,17,7.25043074516177e-17,4.5577664744296176e-18,389
20,18,6.781566983865656e-17,4.465722256947728e-18,408
20,19,6.363655900509833e-17,4.424797471055375e-18,427
20,20,6.069786370838191e-17,4.382324295036015e-18,448
20,21,5.758367974433608e-17,4.394317548935336e-18,469
20,22,5.3748173780943347e-17,4.364933398192207e-18,488
20,23,5.140343433551986e-17,4.34971182763955e-18,488
20,24,4.896569582858709e-17,4.2277768733620315e-18,525
20,25,4.711679206646028e-17,4.195217635015607e-18,525
20,26,4.5227225631744136e-17,4.215174971324605e-18,555
20,27,4.254592313882387e-17,4.2828797891475976e-18,555
20,28,4.081405542131237e-17,4.3151407107559765e-18,577
20,29,3.8580999940604994e-17,4.3835066343673865e-18,577
20,30,3.660287420904593e-17,4.554043048239751e-18,586
20,31,3.5550735808243677e-17,4.750263101729736e-18,593
20,32,3.358936975870659e-17,4.9393564807527266e-18,593
21,0,4.566675007030954e-17,5.181084868141768e-18,542
21,1,4.827591787916676e-17,4.956461792587757e-18,540
21,2,5.061094028045458e-17,4.775876816820439e-18,540
21,3,5.374628392802265e-17,4.658655671078552e-18,415
21,4,5.697927768249099e-17,4.684350654602622e-18,415
21,5,6.028387060187138e-17,4.671387906179342e-18,397
21,6,6.331078536272857e-17,4.632811184271609e-18,378
21,7,6.592334711784825e-17,4.628088328894707e-18,354
21,8,6.852672618312757e-17,4.639212648722832e-18,351
21,9,7.061272595766738e-17,4.6445141005396355e-18,347
21,10,7.195661826843181e-17,4.669041020664805e-18,346
21,11,7.301508140394796e-17,4.666634475380758e-18,349
21,12,7.413226371311754e-17,4.661536317691959e-18,353
21,13,7.365789955563561e-17,4.663469537072476e-18,359
21,14,7.229532053955494e-17,4.647803263557788e-18,375
21,15,7.070600209415669e-17,4.6004207804365795e-18,384
21,16,6.83331981442649e-17,4.584377424656155e-18,400
21,17,6.5153998455201e-17,4.503305979319551e-18,413
21,18,6.148877024747192e-17,4.475261978272888e-18,430
21,19,5.8188879949617e-17,4.4507050597596e-18,450
21,20,5.5487617825675956e-17,4.483397973273556e-18,468
21,21,5.2781613716045784e-17,4.399576199243851e-18,468
21,22,5.043306368750521e-17,4.251943883700847e-18,507
21,23,4.8680772920267335e-17,4.241919483248844e-18,507
21,24,4.673708617921749e-17,4.254036643407806e-18,535
21,25,4.481015076114822e-17,4.239719709606672e-18,535
21,26,4.282848350472419e-17,4.242974208363498e-18,561
21,27,4.0512778328275394e-17,4.27702854789448e-18,561
21,28,3.836172068666395e-17,4.34655442225482e-18,577
21,29,3.661850570989771e-17,4.458087252782829e-18,577
21,30,3.50103151092836e-17,4.653158669321852e-18,586
21,31,3.370097597752564e-17,4.847341306212094e-18,586
21,32,3.241622620558055e-17,5.048835049421431e-18,593
22,0,4.1902567730968946e-17,5.110889716832683e-18,597
22,1,4.473517974967301e-17,4.968395594801019e-18,597
22,2,4.6889764311527366e-17,4.95063263977046e-18,538
22,3,5.0176615223719217e-17,4.719277127169864e-18,538
22,4,5.2237551148961866e-17,4.6840620588277555e-18,426
22,5,5.5146102972511695e-17,4.5644907074348676e-18,426
22,6,5.768827833298303e-17,4.49202511255837e-18,414
22,7,5.952230263755346e-17,4.456964755058929e-18,403
22,8,6.180688099009017e-17,4.513686221403504e-18,395
22,9,6.33318598905963e-17,4.45877061707618e-18,386
22,10,6.428988070258773e-17,4.454069147148504e-18,383
22,11,6.510238048330875e-17,4.4769229864298e-18,385
22,12,6.609668081532412e-17,4.486394217927637e-18,388
22,13,6.594817579841553e-17,4.490862383161393e-18,396
22,14,6.48815890927973e-17,4.544645659962522e-18,404
22,15,6.446344093836623e-17,4.7427771895396185e-18,412
22,16,6.225554771767141e-17,4.4330251793919514e-18,425
22,17,5.951996099950784e-17,4.390144375808462e-18,441
22,18,5.681957074500724e-17,4.4252422355871e-18,457
22,19,5.4262473045204154e-17,4.262818884533643e-18,472
22,20,5.197743409487978e-17,4.2350157743452866e-18,489
22,21,4.979510248908862e-17,4.207549803278447e-18,489
22,22,4.7598914423379247e-17,4.1784515642489354e-18,521
22,23,4.567113698872308e-17,4.195269379791668e-18,521
22,24,4.409254183318666e-17,4.1396233453125956e-18,545
22,25,4.219189943185157e-17,4.162488429906947e-18,545
22,26,4.0930130083319983e-17,4.2348555975410715e-18,569
22,27,3.8797186323706046e-17,4.331753866155012e-18,581
22,28,3.631150390798464e-17,4.3916324501880215e-18,581
22,29,3.4699583439214376e-17,4.4793636712924045e-18,592
22,30,3.2804993566926984e-17,4.6584346738913626e-18,592
22,31,3.157697366545153e-17,4.935431727739656e-18,598
22,32,3.0418224792088457e-17,5.044188195921331e-18,598
23,0,4.0313338890401167e-17,5.328850342385222e-18,597
23,1,4.167862289434205e-17,5.0263314668874695e-18,597
23,2,4.3992615515839744e-17,4.88489524833418e-18,596
23,3,4.6519156599259796e-17,4.776226647810949e-18,539
23,4,4.829905574295044e-17,4.663785429651228e-18,539
23,5,5.054258932469134e-17,4.580587629546376e-18,458
23,6,5.295854750294585e-17,4.544389606358797e-18,458
23,7,5.498734463035663e-17,4.558223974493209e-18,424
23,8,5.656560884301957e-17,4.527138599734256e-18,424
23,9,5.771655770185247e-17,4.484276827967036e-18,420
23,10,5.871333969704699e-17,4.473520711838818e-18,418
23,11,5.934162881067978e-17,4.4838789301357025e-18,417
23,12,5.968895062967475e-17,4.502507302700638e-18,421
23,13,5.996555406505717e-17,4.507675444569269e-18,423
23,14,5.962101667255921e-17,4.61596057818917e-18,429
23,15,5.845089145986987e-17,4.558645886775782e-18,446
23,16,5.65940457157396e-17,4.4445981685463235e-18,454
23,17,5.496817977706665e-17,4.40108218339833e-18,465
23,18,5.3306104481458926e-17,4.364544540814866e-18,465
23,19,5.10635366315753e-17,4.3446048841056555e-18,501
23,20,4.914976085601084e-17,4.2922687110271106e-18,501
23,21,4.7677909772874483e-17,4.271177168896433e-18,524
23,22,4.574263262876809e-17,4.237283537783559e-18,524
23,23,4.3544577580265675e-17,4.353343827551263e-18,546
23,24,4.141349956857977e-17,4.391025979477558e-18,546
23,25,3.95366833336572e-17,4.318324628574671e-18,569
23,26,3.789068295623409e-17,4.2989471413981254e-18,569
23,27,3.616723278177803e-17,4.321154908710691e-18,581
23,28,3.426543495801371e-17,4.40057999663924e-18,591
23,29,3.286934389226372e-17,4.517849431170064e-18,592
23,30,3.13871255922245e-17,4.657774255039451e-18,592
23,31,2.993207427670757e-17,4.837069666043845e-18,598
23,32,2.8973064410282194e-17,5.051669683124242e-18,598
24,0,3.720148619077919e-17,5.3504581975080846e-18,597
24,1,3.901999226767088e-17,5.074588046475105e-18,596
24,2,4.106379045908852e-17,4.941068570819112e-18,596
24,3,4.2985905155855034e-17,4.7458453089628996e-18,596
24,4,4.511777430717617e-17,4.633980135710702e-18,541
24,5,4.643740007560118e-17,4.606604463670784e-18,541
24,6,4.804438612691811e-17,4.610689933137453e-18,487
24,7,4.973911294438036e-17,4.510627634107681e-18,487
24,8,5.150655864967587e-17,4.362777732409821e-18,459
24,9,5.221995568078533e-17,4.323950772405888e-18,459
24,10,5.27099148038368e-17,4.2857305320236104e-18,455
24,11,5.293643820069332e-17,4.301221984295117e-18,455
24,12,5.307926375998197e-17,4.3204845566026775e-18,456
24,13,5.2867324135628513e-17,4.265974471914534e-18,456
24,14,5.257882639835694e-17,4.250851238324821e-18,462
24,15,5.2035224501602334e-17,4.302129502254106e-18,462
24,16,5.1059608486923985e-17,4.284452511457022e-18,486
24,17,4.9789367811372805e-17,4.264775873448608e-18,486
24,18,4.860040530585426e-17,4.3047631242866595e-18,510
24,19,4.683847641011775e-17,4.298856361181929e-18,510
24,20,4.503871891870075e-17,4.2374250060729606e-18,534
24,21,4.380793073991416e-17,4.218669586485096e-18,534
24,22,4.193519019643058e-17,4.21155687905042e-18,551
24,23,4.034154959789119e-17,4.203607046722721e-18,551
24,24,3.8590367956317266e-17,4.1987469366483795e-18,570
24,25,3.6380596374193814e-17,4.217675480705749e-18,570
24,26,3.468561824674148e-17,4.262312163777995e-18,570
24,27,3.361947742570641e-17,4.360122282822188e-18,591
24,28,3.2029854897943014e-17,4.499704595226528e-18,591
24,29,3.0019015312188773e-17,4.644283101887987e-18,591
24,30,2.9421719374056095e-17,4.86432944021512e-18,598
24,31,2.813793084036813e-17,5.007761415462864e-18,598
24,32,2.7338458338484864e-17,5.245644243667939e-18,598
